parameter,value,generation,quality_score,negative_share,glin_bad_share,coll_bad_share,tested_matrices
indpb,0.2,31,0.0587399168,0.0680000000,0.0337837838,0.0096153846,33105
indpb,0.2,32,0.0587399168,0.0680000000,0.0337837838,0.0096153846,33918
indpb,0.2,33,0.0584020790,0.0680000000,0.0304054054,0.0096153846,34522
indpb,0.2,34,0.0584020790,0.0680000000,0.0304054054,0.0096153846,35166
indpb,0.2,35,0.0584020790,0.0680000000,0.0304054054,0.0096153846,35631
indpb,0.2,36,0.0584020790,0.0680000000,0.0304054054,0.0096153846,36075
indpb,0.2,37,0.0584020790,0.0680000000,0.0304054054,0.0096153846,36534
indpb,0.2,38,0.0584020790,0.0680000000,0.0304054054,0.0096153846,36848
indpb,0.2,39,0.0584020790,0.0680000000,0.0304054054,0.0096153846,37196
indpb,0.2,40,0.0584020790,0.0680000000,0.0304054054,0.0096153846,37514
indpb,0.2,41,0.0584020790,0.0680000000,0.0304054054,0.0096153846,37832
indpb,0.2,42,0.0584020790,0.0680000000,0.0304054054,0.0096153846,38142
indpb,0.2,43,0.0584020790,0.0680000000,0.0304054054,0.0096153846,38452
indpb,0.2,44,0.0584020790,0.0680000000,0.0304054054,0.0096153846,38756
indpb,0.2,45,0.0584020790,0.0680000000,0.0304054054,0.0096153846,39064
indpb,0.2,46,0.0584020790,0.0680000000,0.0304054054,0.0096153846,39380
indpb,0.2,47,0.0584020790,0.0680000000,0.0304054054,0.0096153846,39652
indpb,0.2,48,0.0584020790,0.0680000000,0.0304054054,0.0096153846,39804
indpb,0.2,49,0.0584020790,0.0680000000,0.0304054054,0.0096153846,39959
indpb,0.2,50,0.0584020790,0.0680000000,0.0304054054,0.0096153846,40124
indpb,0.2,51,0.0584020790,0.0680000000,0.0304054054,0.0096153846,40285
indpb,0.2,52,0.0584020790,0.0680000000,0.0304054054,0.0096153846,40436
indpb,0.2,53,0.0584020790,0.0680000000,0.0304054054,0.0096153846,40581
indpb,0.2,54,0.0584020790,0.0680000000,0.0304054054,0.0096153846,40738
indpb,0.2,55,0.0584020790,0.0680000000,0.0304054054,0.0096153846,40889
indpb,0.2,56,0.0584020790,0.0680000000,0.0304054054,0.0096153846,41031
indpb,0.2,57,0.0584020790,0.0680000000,0.0304054054,0.0096153846,41176
indpb,0.2,58,0.0584020790,0.0680000000,0.0304054054,0.0096153846,41325
indpb,0.4,0,0.0739939709,0.0820000000,0.0743243243,0.0096153846,1540
indpb,0.4,1,0.0729182952,0.0815000000,0.0675675676,0.0096153846,2658
indpb,0.4,2,0.0663669439,0.0750000000,0.0540540541,0.0096153846,3761
indpb,0.4,3,0.0663669439,0.0750000000,0.0540540541,0.0096153846,4793
indpb,0.4,4,0.0626777547,0.0725000000,0.0371621622,0.0096153846,5905
indpb,0.4,5,0.0624291060,0.0705000000,0.0506756757,0.0096153846,7004
indpb,0.4,6,0.0614777547,0.0710000000,0.0371621622,0.0096153846,8095
indpb,0.4,7,0.0603399168,0.0700000000,0.0337837838,0.0096153846,9213
indpb,0.4,8,0.0603399168,0.0700000000,0.0337837838,0.0096153846,10250
indpb,0.4,9,0.0602155925,0.0690000000,0.0405405405,0.0096153846,11352
indpb,0.4,10,0.0598155925,0.0685000000,0.0405405405,0.0096153846,12431
indpb,0.4,11,0.0587399168,0.0680000000,0.0337837838,0.0096153846,13497
indpb,0.4,12,0.0587399168,0.0680000000,0.0337837838,0.0096153846,14562
indpb,0.4,13,0.0587399168,0.0680000000,0.0337837838,0.0096153846,15604
indpb,0.4,14,0.0584020790,0.0680000000,0.0304054054,0.0096153846,16628
indpb,0.4,15,0.0584020790,0.0680000000,0.0304054054,0.0096153846,17673
indpb,0.4,16,0.0584020790,0.0680000000,0.0304054054,0.0096153846,18707
indpb,0.4,17,0.0584020790,0.0680000000,0.0304054054,0.0096153846,19775
indpb,0.4,18,0.0584020790,0.0680000000,0.0304054054,0.0096153846,20842
indpb,0.4,19,0.0584020790,0.0680000000,0.0304054054,0.0096153846,21920
indpb,0.4,20,0.0584020790,0.0680000000,0.0304054054,0.0096153846,22953
indpb,0.4,21,0.0584020790,0.0680000000,0.0304054054,0.0096153846,24084
indpb,0.4,22,0.0584020790,0.0680000000,0.0304054054,0.0096153846,25168
indpb,0.4,23,0.0584020790,0.0680000000,0.0304054054,0.0096153846,26257
indpb,0.4,24,0.0584020790,0.0680000000,0.0304054054,0.0096153846,27308
indpb,0.4,25,0.0584020790,0.0680000000,0.0304054054,0.0096153846,28342
indpb,0.4,26,0.0584020790,0.0680000000,0.0304054054,0.0096153846,29141
indpb,0.4,27,0.0584020790,0.0680000000,0.0304054054,0.0096153846,29910
indpb,0.4,28,0.0584020790,0.0680000000,0.0304054054,0.0096153846,30699
indpb,0.4,29,0.0584020790,0.0680000000,0.0304054054,0.0096153846,31466
indpb,0.4,30,0.0584020790,0.0680000000,0.0304054054,0.0096153846,32229
indpb,0.4,31,0.0584020790,0.0680000000,0.0304054054,0.0096153846,33005
indpb,0.4,32,0.0584020790,0.0680000000,0.0304054054,0.0096153846,33641
indpb,0.4,33,0.0584020790,0.0680000000,0.0304054054,0.0096153846,34058
indpb,0.4,34,0.0584020790,0.0680000000,0.0304054054,0.0096153846,34475
indpb,0.4,35,0.0584020790,0.0680000000,0.0304054054,0.0096153846,34964
indpb,0.4,36,0.0584020790,0.0680000000,0.0304054054,0.0096153846,35420
indpb,0.4,37,0.0584020790,0.0680000000,0.0304054054,0.0096153846,35570
indpb,0.4,38,0.0584020790,0.0680000000,0.0304054054,0.0096153846,35722
indpb,0.4,39,0.0584020790,0.0680000000,0.0304054054,0.0096153846,35869
indpb,0.75,0,0.0739939709,0.0820000000,0.0743243243,0.0096153846,1540
indpb,0.75,1,0.0729182952,0.0815000000,0.0675675676,0.0096153846,2672
indpb,0.75,2,0.0691047817,0.0780000000,0.0574324324,0.0096153846,3704
indpb,0.75,3,0.0648912682,0.0740000000,0.0472972973,0.0096153846,4762
indpb,0.75,4,0.0648912682,0.0740000000,0.0472972973,0.0096153846,5836
indpb,0.75,5,0.0629534304,0.0720000000,0.0439189189,0.0096153846,6937
indpb,0.75,6,0.0625534304,0.0715000000,0.0439189189,0.0096153846,7986
indpb,0.75,7,0.0618155925,0.0710000000,0.0405405405,0.0096153846,9071
indpb,0.75,8,0.0614155925,0.0705000000,0.0405405405,0.0096153846,10185
indpb,0.75,9,0.0613534304,0.0700000000,0.0439189189,0.0096153846,11214
indpb,0.75,10,0.0609534304,0.0695000000,0.0439189189,0.0096153846,12257
indpb,0.75,11,0.0603399168,0.0700000000,0.0337837838,0.0096153846,13349
indpb,0.75,12,0.0602777547,0.0695000000,0.0371621622,0.0096153846,14401
indpb,0.75,13,0.0602777547,0.0695000000,0.0371621622,0.0096153846,15445
indpb,0.75,14,0.0602777547,0.0695000000,0.0371621622,0.0096153846,16585
indpb,0.75,15,0.0602777547,0.0695000000,0.0371621622,0.0096153846,17605
indpb,0.75,16,0.0602777547,0.0695000000,0.0371621622,0.0096153846,18748
indpb,0.75,17,0.0602777547,0.0695000000,0.0371621622,0.0096153846,19843
indpb,0.75,18,0.0602777547,0.0695000000,0.0371621622,0.0096153846,20867
indpb,0.75,19,0.0602777547,0.0695000000,0.0371621622,0.0096153846,21939
indpb,0.75,20,0.0602777547,0.0695000000,0.0371621622,0.0096153846,23026
indpb,0.75,21,0.0602777547,0.0695000000,0.0371621622,0.0096153846,24087
indpb,0.75,22,0.0602777547,0.0695000000,0.0371621622,0.0096153846,25170
indpb,0.75,23,0.0602777547,0.0695000000,0.0371621622,0.0096153846,26248
indpb,0.75,24,0.0602777547,0.0695000000,0.0371621622,0.0096153846,27323
indpb,0.75,25,0.0602777547,0.0695000000,0.0371621622,0.0096153846,28337
indpb,0.75,26,0.0602777547,0.0695000000,0.0371621622,0.0096153846,29128
indpb,0.75,27,0.0602777547,0.0695000000,0.0371621622,0.0096153846,29747
indpb,0.75,28,0.0602777547,0.0695000000,0.0371621622,0.0096153846,30382
indpb,0.75,29,0.0602777547,0.0695000000,0.0371621622,0.0096153846,31061
indpb,0.75,30,0.0602777547,0.0695000000,0.0371621622,0.0096153846,31679
indpb,0.75,31,0.0602777547,0.0695000000,0.0371621622,0.0096153846,32250
indpb,0.75,32,0.0602777547,0.0695000000,0.0371621622,0.0096153846,32882
indpb,0.75,33,0.0602777547,0.0695000000,0.0371621622,0.0096153846,33190
indpb,0.75,34,0.0602777547,0.0695000000,0.0371621622,0.0096153846,33342
indpb,0.75,35,0.0602777547,0.0695000000,0.0371621622,0.0096153846,33509
indpb,0.75,36,0.0602777547,0.0695000000,0.0371621622,0.0096153846,33641
indpb,0.75,37,0.0602777547,0.0695000000,0.0371621622,0.0096153846,33782
tournsize,3.0,0,0.0739939709,0.0820000000,0.0743243243,0.0096153846,1540
tournsize,3.0,1,0.0733182952,0.0820000000,0.0675675676,0.0096153846,2640
tournsize,3.0,2,0.0724561331,0.0805000000,0.0709459459,0.0096153846,3596
tournsize,3.0,3,0.0670426195,0.0750000000,0.0608108108,0.0096153846,4687
tournsize,3.0,4,0.0636291060,0.0720000000,0.0506756757,0.0096153846,5876
tournsize,3.0,5,0.0629534304,0.0720000000,0.0439189189,0.0096153846,6880
tournsize,3.0,6,0.0629534304,0.0720000000,0.0439189189,0.0096153846,7977
tournsize,3.0,7,0.0618777547,0.0715000000,0.0371621622,0.0096153846,9047
tournsize,3.0,8,0.0615399168,0.0715000000,0.0337837838,0.0096153846,10093
tournsize,3.0,9,0.0614777547,0.0710000000,0.0371621622,0.0096153846,11190
tournsize,3.0,10,0.0614777547,0.0710000000,0.0371621622,0.0096153846,12244
tournsize,3.0,11,0.0614777547,0.0710000000,0.0371621622,0.0096153846,13317
tournsize,3.0,12,0.0611399168,0.0710000000,0.0337837838,0.0096153846,14396
tournsize,3.0,13,0.0611399168,0.0710000000,0.0337837838,0.0096153846,15472
tournsize,3.0,14,0.0610777547,0.0705000000,0.0371621622,0.0096153846,16531
tournsize,3.0,15,0.0602777547,0.0695000000,0.0371621622,0.0096153846,17573
tournsize,3.0,16,0.0602777547,0.0695000000,0.0371621622,0.0096153846,18689
tournsize,3.0,17,0.0599399168,0.0695000000,0.0337837838,0.0096153846,19807
tournsize,3.0,18,0.0599399168,0.0695000000,0.0337837838,0.0096153846,20939
tournsize,3.0,19,0.0599399168,0.0695000000,0.0337837838,0.0096153846,22066
tournsize,3.0,20,0.0599399168,0.0695000000,0.0337837838,0.0096153846,23113
tournsize,3.0,21,0.0596020790,0.0695000000,0.0304054054,0.0096153846,24145
tournsize,3.0,22,0.0596020790,0.0695000000,0.0304054054,0.0096153846,25244
tournsize,3.0,23,0.0596020790,0.0695000000,0.0304054054,0.0096153846,26380
tournsize,3.0,24,0.0596020790,0.0695000000,0.0304054054,0.0096153846,27414
tournsize,3.0,25,0.0596020790,0.0695000000,0.0304054054,0.0096153846,28474
tournsize,3.0,26,0.0596020790,0.0695000000,0.0304054054,0.0096153846,29298
tournsize,3.0,27,0.0596020790,0.0695000000,0.0304054054,0.0096153846,30081
tournsize,3.0,28,0.0596020790,0.0695000000,0.0304054054,0.0096153846,30847
tournsize,3.0,29,0.0596020790,0.0695000000,0.0304054054,0.0096153846,31612
tournsize,3.0,30,0.0596020790,0.0695000000,0.0304054054,0.0096153846,32420
tournsize,3.0,31,0.0592642412,0.0695000000,0.0270270270,0.0096153846,33205
tournsize,3.0,32,0.0592642412,0.0695000000,0.0270270270,0.0096153846,33931
tournsize,3.0,33,0.0592642412,0.0695000000,0.0270270270,0.0096153846,34487
tournsize,3.0,34,0.0592642412,0.0695000000,0.0270270270,0.0096153846,35067
tournsize,3.0,35,0.0592642412,0.0695000000,0.0270270270,0.0096153846,35711
tournsize,3.0,36,0.0591399168,0.0685000000,0.0337837838,0.0096153846,36327
tournsize,3.0,37,0.0591399168,0.0685000000,0.0337837838,0.0096153846,36883
tournsize,3.0,38,0.0591399168,0.0685000000,0.0337837838,0.0096153846,37551
tournsize,3.0,39,0.0591399168,0.0685000000,0.0337837838,0.0096153846,38163
tournsize,3.0,40,0.0591399168,0.0685000000,0.0337837838,0.0096153846,38799
tournsize,3.0,41,0.0591399168,0.0685000000,0.0337837838,0.0096153846,39270
tournsize,3.0,42,0.0591399168,0.0685000000,0.0337837838,0.0096153846,39729
tournsize,3.0,43,0.0591399168,0.0685000000,0.0337837838,0.0096153846,40031
tournsize,3.0,44,0.0588020790,0.0685000000,0.0304054054,0.0096153846,40329
tournsize,3.0,45,0.0588020790,0.0685000000,0.0304054054,0.0096153846,40669
tournsize,3.0,46,0.0588020790,0.0685000000,0.0304054054,0.0096153846,40985
tournsize,3.0,47,0.0588020790,0.0685000000,0.0304054054,0.0096153846,41279
tournsize,3.0,48,0.0588020790,0.0685000000,0.0304054054,0.0096153846,41581
tournsize,3.0,49,0.0588020790,0.0685000000,0.0304054054,0.0096153846,41925
tournsize,3.0,50,0.0588020790,0.0685000000,0.0304054054,0.0096153846,42251
tournsize,3.0,51,0.0588020790,0.0685000000,0.0304054054,0.0096153846,42547
tournsize,3.0,52,0.0588020790,0.0685000000,0.0304054054,0.0096153846,42855
tournsize,3.0,53,0.0588020790,0.0685000000,0.0304054054,0.0096153846,43157
tournsize,3.0,54,0.0588020790,0.0685000000,0.0304054054,0.0096153846,43473
tournsize,3.0,55,0.0588020790,0.0685000000,0.0304054054,0.0096153846,43797
tournsize,3.0,56,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44117
tournsize,3.0,57,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44279
tournsize,3.0,58,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44425
tournsize,3.0,59,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44595
tournsize,3.0,60,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44728
tournsize,3.0,61,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44881
tournsize,3.0,62,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45032
tournsize,3.0,63,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45188
tournsize,3.0,64,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45339
tournsize,3.0,65,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45486
tournsize,3.0,66,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45639
tournsize,3.0,67,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45792
tournsize,3.0,68,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45939
tournsize,3.0,69,0.0588020790,0.0685000000,0.0304054054,0.0096153846,46088
ngen,110.0,0,0.0739939709,0.0820000000,0.0743243243,0.0096153846,1540
ngen,110.0,1,0.0733182952,0.0820000000,0.0675675676,0.0096153846,2640
ngen,110.0,2,0.0724561331,0.0805000000,0.0709459459,0.0096153846,3596
ngen,110.0,3,0.0670426195,0.0750000000,0.0608108108,0.0096153846,4687
ngen,110.0,4,0.0636291060,0.0720000000,0.0506756757,0.0096153846,5876
ngen,110.0,5,0.0629534304,0.0720000000,0.0439189189,0.0096153846,6880
ngen,110.0,6,0.0629534304,0.0720000000,0.0439189189,0.0096153846,7977
ngen,110.0,7,0.0618777547,0.0715000000,0.0371621622,0.0096153846,9047
ngen,110.0,8,0.0615399168,0.0715000000,0.0337837838,0.0096153846,10093
ngen,110.0,9,0.0614777547,0.0710000000,0.0371621622,0.0096153846,11190
ngen,110.0,10,0.0614777547,0.0710000000,0.0371621622,0.0096153846,12244
ngen,110.0,11,0.0614777547,0.0710000000,0.0371621622,0.0096153846,13317
ngen,110.0,12,0.0611399168,0.0710000000,0.0337837838,0.0096153846,14396
ngen,110.0,13,0.0611399168,0.0710000000,0.0337837838,0.0096153846,15472
ngen,110.0,14,0.0610777547,0.0705000000,0.0371621622,0.0096153846,16531
ngen,110.0,15,0.0602777547,0.0695000000,0.0371621622,0.0096153846,17573
ngen,110.0,16,0.0602777547,0.0695000000,0.0371621622,0.0096153846,18689
ngen,110.0,17,0.0599399168,0.0695000000,0.0337837838,0.0096153846,19807
ngen,110.0,18,0.0599399168,0.0695000000,0.0337837838,0.0096153846,20939
ngen,110.0,19,0.0599399168,0.0695000000,0.0337837838,0.0096153846,22066
ngen,110.0,20,0.0599399168,0.0695000000,0.0337837838,0.0096153846,23113
ngen,110.0,21,0.0596020790,0.0695000000,0.0304054054,0.0096153846,24145
ngen,110.0,22,0.0596020790,0.0695000000,0.0304054054,0.0096153846,25244
ngen,110.0,23,0.0596020790,0.0695000000,0.0304054054,0.0096153846,26380
ngen,110.0,24,0.0596020790,0.0695000000,0.0304054054,0.0096153846,27414
ngen,110.0,25,0.0596020790,0.0695000000,0.0304054054,0.0096153846,28474
ngen,110.0,26,0.0596020790,0.0695000000,0.0304054054,0.0096153846,29298
ngen,110.0,27,0.0596020790,0.0695000000,0.0304054054,0.0096153846,30081
ngen,110.0,28,0.0596020790,0.0695000000,0.0304054054,0.0096153846,30847
ngen,110.0,29,0.0596020790,0.0695000000,0.0304054054,0.0096153846,31612
ngen,110.0,30,0.0596020790,0.0695000000,0.0304054054,0.0096153846,32420
ngen,110.0,31,0.0592642412,0.0695000000,0.0270270270,0.0096153846,33205
ngen,110.0,32,0.0592642412,0.0695000000,0.0270270270,0.0096153846,33931
ngen,110.0,33,0.0592642412,0.0695000000,0.0270270270,0.0096153846,34487
ngen,110.0,34,0.0592642412,0.0695000000,0.0270270270,0.0096153846,35067
ngen,110.0,35,0.0592642412,0.0695000000,0.0270270270,0.0096153846,35711
ngen,110.0,36,0.0591399168,0.0685000000,0.0337837838,0.0096153846,36327
ngen,110.0,37,0.0591399168,0.0685000000,0.0337837838,0.0096153846,36883
ngen,110.0,38,0.0591399168,0.0685000000,0.0337837838,0.0096153846,37551
ngen,110.0,39,0.0591399168,0.0685000000,0.0337837838,0.0096153846,38163
ngen,110.0,40,0.0591399168,0.0685000000,0.0337837838,0.0096153846,38799
ngen,110.0,41,0.0591399168,0.0685000000,0.0337837838,0.0096153846,39270
ngen,110.0,42,0.0591399168,0.0685000000,0.0337837838,0.0096153846,39729
ngen,110.0,43,0.0591399168,0.0685000000,0.0337837838,0.0096153846,40031
ngen,110.0,44,0.0588020790,0.0685000000,0.0304054054,0.0096153846,40329
ngen,110.0,45,0.0588020790,0.0685000000,0.0304054054,0.0096153846,40669
ngen,110.0,46,0.0588020790,0.0685000000,0.0304054054,0.0096153846,40985
ngen,110.0,47,0.0588020790,0.0685000000,0.0304054054,0.0096153846,41279
ngen,110.0,48,0.0588020790,0.0685000000,0.0304054054,0.0096153846,41581
ngen,110.0,49,0.0588020790,0.0685000000,0.0304054054,0.0096153846,41925
ngen,110.0,50,0.0588020790,0.0685000000,0.0304054054,0.0096153846,42251
ngen,110.0,51,0.0588020790,0.0685000000,0.0304054054,0.0096153846,42547
ngen,110.0,52,0.0588020790,0.0685000000,0.0304054054,0.0096153846,42855
ngen,110.0,53,0.0588020790,0.0685000000,0.0304054054,0.0096153846,43157
ngen,110.0,54,0.0588020790,0.0685000000,0.0304054054,0.0096153846,43473
ngen,110.0,55,0.0588020790,0.0685000000,0.0304054054,0.0096153846,43797
ngen,110.0,56,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44117
ngen,110.0,57,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44279
ngen,110.0,58,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44425
ngen,110.0,59,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44595
ngen,110.0,60,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44728
ngen,110.0,61,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44881
ngen,110.0,62,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45032
ngen,110.0,63,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45188
ngen,110.0,64,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45339
ngen,110.0,65,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45486
ngen,110.0,66,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45639
ngen,110.0,67,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45792
ngen,110.0,68,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45939
ngen,110.0,69,0.0588020790,0.0685000000,0.0304054054,0.0096153846,46088
patience,25.0,0,0.0739939709,0.0820000000,0.0743243243,0.0096153846,1540
patience,25.0,1,0.0733182952,0.0820000000,0.0675675676,0.0096153846,2640
patience,25.0,2,0.0724561331,0.0805000000,0.0709459459,0.0096153846,3596
patience,25.0,3,0.0670426195,0.0750000000,0.0608108108,0.0096153846,4687
patience,25.0,4,0.0636291060,0.0720000000,0.0506756757,0.0096153846,5876
patience,25.0,5,0.0629534304,0.0720000000,0.0439189189,0.0096153846,6880
patience,25.0,6,0.0629534304,0.0720000000,0.0439189189,0.0096153846,7977
patience,25.0,7,0.0618777547,0.0715000000,0.0371621622,0.0096153846,9047
patience,25.0,8,0.0615399168,0.0715000000,0.0337837838,0.0096153846,10093
patience,25.0,9,0.0614777547,0.0710000000,0.0371621622,0.0096153846,11190
patience,25.0,10,0.0614777547,0.0710000000,0.0371621622,0.0096153846,12244
patience,25.0,11,0.0614777547,0.0710000000,0.0371621622,0.0096153846,13317
patience,25.0,12,0.0611399168,0.0710000000,0.0337837838,0.0096153846,14396
patience,25.0,13,0.0611399168,0.0710000000,0.0337837838,0.0096153846,15472
patience,25.0,14,0.0610777547,0.0705000000,0.0371621622,0.0096153846,16531
patience,25.0,15,0.0602777547,0.0695000000,0.0371621622,0.0096153846,17573
patience,25.0,16,0.0602777547,0.0695000000,0.0371621622,0.0096153846,18689
patience,25.0,17,0.0599399168,0.0695000000,0.0337837838,0.0096153846,19807
patience,25.0,18,0.0599399168,0.0695000000,0.0337837838,0.0096153846,20939
patience,25.0,19,0.0599399168,0.0695000000,0.0337837838,0.0096153846,22066
patience,25.0,20,0.0599399168,0.0695000000,0.0337837838,0.0096153846,23113
patience,25.0,21,0.0596020790,0.0695000000,0.0304054054,0.0096153846,24145
patience,25.0,22,0.0596020790,0.0695000000,0.0304054054,0.0096153846,25244
patience,25.0,23,0.0596020790,0.0695000000,0.0304054054,0.0096153846,26380
patience,25.0,24,0.0596020790,0.0695000000,0.0304054054,0.0096153846,27414
patience,25.0,25,0.0596020790,0.0695000000,0.0304054054,0.0096153846,28474
patience,25.0,26,0.0596020790,0.0695000000,0.0304054054,0.0096153846,29298
patience,25.0,27,0.0596020790,0.0695000000,0.0304054054,0.0096153846,30081
patience,25.0,28,0.0596020790,0.0695000000,0.0304054054,0.0096153846,30847
patience,25.0,29,0.0596020790,0.0695000000,0.0304054054,0.0096153846,31612
patience,25.0,30,0.0596020790,0.0695000000,0.0304054054,0.0096153846,32420
patience,25.0,31,0.0592642412,0.0695000000,0.0270270270,0.0096153846,33205
patience,25.0,32,0.0592642412,0.0695000000,0.0270270270,0.0096153846,33931
patience,25.0,33,0.0592642412,0.0695000000,0.0270270270,0.0096153846,34487
patience,25.0,34,0.0592642412,0.0695000000,0.0270270270,0.0096153846,35067
patience,25.0,35,0.0592642412,0.0695000000,0.0270270270,0.0096153846,35711
patience,25.0,36,0.0591399168,0.0685000000,0.0337837838,0.0096153846,36327
patience,25.0,37,0.0591399168,0.0685000000,0.0337837838,0.0096153846,36883
patience,25.0,38,0.0591399168,0.0685000000,0.0337837838,0.0096153846,37551
patience,25.0,39,0.0591399168,0.0685000000,0.0337837838,0.0096153846,38163
patience,25.0,40,0.0591399168,0.0685000000,0.0337837838,0.0096153846,38799
patience,25.0,41,0.0591399168,0.0685000000,0.0337837838,0.0096153846,39270
patience,25.0,42,0.0591399168,0.0685000000,0.0337837838,0.0096153846,39729
patience,25.0,43,0.0591399168,0.0685000000,0.0337837838,0.0096153846,40031
patience,25.0,44,0.0588020790,0.0685000000,0.0304054054,0.0096153846,40329
patience,25.0,45,0.0588020790,0.0685000000,0.0304054054,0.0096153846,40669
patience,25.0,46,0.0588020790,0.0685000000,0.0304054054,0.0096153846,40985
patience,25.0,47,0.0588020790,0.0685000000,0.0304054054,0.0096153846,41279
patience,25.0,48,0.0588020790,0.0685000000,0.0304054054,0.0096153846,41581
patience,25.0,49,0.0588020790,0.0685000000,0.0304054054,0.0096153846,41925
patience,25.0,50,0.0588020790,0.0685000000,0.0304054054,0.0096153846,42251
patience,25.0,51,0.0588020790,0.0685000000,0.0304054054,0.0096153846,42547
patience,25.0,52,0.0588020790,0.0685000000,0.0304054054,0.0096153846,42855
patience,25.0,53,0.0588020790,0.0685000000,0.0304054054,0.0096153846,43157
patience,25.0,54,0.0588020790,0.0685000000,0.0304054054,0.0096153846,43473
patience,25.0,55,0.0588020790,0.0685000000,0.0304054054,0.0096153846,43797
patience,25.0,56,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44117
patience,25.0,57,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44279
patience,25.0,58,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44425
patience,25.0,59,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44595
patience,25.0,60,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44728
patience,25.0,61,0.0588020790,0.0685000000,0.0304054054,0.0096153846,44881
patience,25.0,62,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45032
patience,25.0,63,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45188
patience,25.0,64,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45339
patience,25.0,65,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45486
patience,25.0,66,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45639
patience,25.0,67,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45792
patience,25.0,68,0.0588020790,0.0685000000,0.0304054054,0.0096153846,45939
patience,25.0,69,0.0588020790,0.0685000000,0.0304054054,0.0096153846,46088
